cliente_id;regiao;canal_aquisicao;data_cadastro
1300;Sudeste;Marketing Pago;2026-03-10
1301;Sudeste;Indicacao;2025-11-01
1302;Sudeste;Email Marketing;2026-06-01
1303;Sudeste;Marketing Pago;2024-09-06
1304;Sul;Organico;2024-11-02
1305;Nordeste;Email Marketing;2026-05-15
1306;Sudeste;Marketing Pago;2025-02-28
1307;Nordeste;Marketing Pago;2025-07-16
1308;Sudeste;Organico;2025-03-17
1309;Nordeste;Marketing Pago;2026-04-27
1310;Sul;Redes Sociais;2025-08-08
1311;Nordeste;Organico;2026-06-06
1312;Sudeste;Marketing Pago;2026-05-11
1313;Norte;Organico;2026-01-17
1314;Sudeste;Organico;2025-01-16
1315;Sul;Indicacao;2025-09-24
1316;Sudeste;Redes Sociais;2025-02-09
1317;Sudeste;Indicacao;2025-03-09
1318;Sul;Indicacao;2025-07-13
1319;Sudeste;Marketing Pago;2026-05-11
1320;Nordeste;Redes Sociais;2025-11-05
1321;Sul;Redes Sociais;2025-12-30
1322;Sudeste;Marketing Pago;2026-01-26
1323;Nordeste;Redes Sociais;2025-10-18
1324;Nordeste;Marketing Pago;2026-01-03
1325;Nordeste;Email Marketing;2026-07-10
1326;Sul;Redes Sociais;2024-12-10
1327;Sudeste;Redes Sociais;2026-04-13
1328;Centro-Oeste;Marketing Pago;2025-08-29
1329;Sudeste;Redes Sociais;2026-07-11
1330;Nordeste;Organico;2025-07-18
1331;Norte;Marketing Pago;2024-12-15
1332;Sudeste;Redes Sociais;2026-01-07
1333;Sudeste;Redes Sociais;2025-06-18
1334;Nordeste;Email Marketing;2026-05-10
1335;Sudeste;Organico;2025-05-25
1336;Nordeste;Email Marketing;2024-12-14
1337;Norte;Redes Sociais;2025-01-30
1338;Sul;Redes Sociais;2025-06-27
1339;Nordeste;Indicacao;2026-02-27
1340;Sul;Redes Sociais;2026-06-15
1341;Nordeste;Redes Sociais;2026-01-29
1342;Sudeste;Indicacao;2024-08-14
1343;Sul;Organico;2024-12-27
1344;Sudeste;Organico;2025-05-01
1345;Nordeste;Organico;2025-05-21
1346;Nordeste;Organico;2024-10-03
1347;Nordeste;Organico;2026-02-06
1348;Sudeste;Indicacao;2024-11-13
1349;Sul;Redes Sociais;2026-02-27
1350;Centro-Oeste;Redes Sociais;2026-02-26
1351;Sudeste;Marketing Pago;2026-07-14
1352;Sudeste;Redes Sociais;2025-08-26
1353;Sudeste;Email Marketing;2026-07-03
1354;Sudeste;Redes Sociais;2024-08-14
1355;Nordeste;Organico;2025-10-28
1356;Nordeste;Email Marketing;2026-07-23
1357;Nordeste;Marketing Pago;2026-03-26
1358;Sul;Redes Sociais;2025-02-15
1359;Sudeste;Organico;2026-07-01
1360;Sudeste;Email Marketing;2026-01-09
1361;Sudeste;Organico;2025-05-13
1362;Sul;Organico;2026-03-22
1363;Nordeste;Organico;2025-11-21
1364;Nordeste;Organico;2025-01-05
1365;Centro-Oeste;Redes Sociais;2026-05-03
1366;Sul;Redes Sociais;2025-12-16
1367;Nordeste;Redes Sociais;2024-10-14
1368;Nordeste;Marketing Pago;2025-03-14
1369;Norte;Marketing Pago;2025-12-31
1370;Sudeste;Marketing Pago;2025-09-18
1371;Sudeste;Organico;2025-03-07
1372;Nordeste;Marketing Pago;2025-05-28
1373;Sudeste;Indicacao;2026-01-26
1374;Sul;Redes Sociais;2026-05-27
1375;Sudeste;Redes Sociais;2025-10-31
1376;Sudeste;Redes Sociais;2026-04-29
1377;Sudeste;Organico;2025-06-25
1378;Sudeste;Indicacao;2024-11-25
1379;Sudeste;Marketing Pago;2025-05-17
1380;Sudeste;Marketing Pago;2025-08-19
1381;Sul;Marketing Pago;2025-12-12
1382;Sudeste;Indicacao;2025-02-14
1383;Sudeste;Organico;2024-11-07
1384;Sudeste;Email Marketing;2026-02-02
1385;Sul;Redes Sociais;2025-03-04
1386;Nordeste;Indicacao;2026-07-03
1387;Sudeste;Organico;2026-02-02
1388;Nordeste;Indicacao;2025-10-20
1389;Sul;Email Marketing;2026-07-04
1390;Sudeste;Marketing Pago;2025-07-06
1391;Sudeste;Organico;2025-01-30
1392;Nordeste;Redes Sociais;2026-03-12
1393;Nordeste;Email Marketing;2025-09-22
1394;Sudeste;Redes Sociais;2025-10-18
1395;Sudeste;Marketing Pago;2024-11-30
1396;Sul;Redes Sociais;2026-04-26
1397;Sudeste;Redes Sociais;2024-09-16
1398;Nordeste;Organico;2025-12-28
1399;Sudeste;Indicacao;2025-06-05
1400;Sul;Organico;2025-10-23
1401;Sudeste;Indicacao;2024-09-01
1402;Sul;Marketing Pago;2024-12-18
1403;Nordeste;Indicacao;2026-02-10
1404;Sudeste;Redes Sociais;2025-06-02
1405;Nordeste;Email Marketing;2026-05-26
1406;Sudeste;Email Marketing;2026-02-18
1407;Centro-Oeste;Organico;2024-09-12
1408;Sudeste;Redes Sociais;2026-02-02
1409;Sul;Organico;2025-03-04
1410;Nordeste;Email Marketing;2025-07-19
1411;Sudeste;Email Marketing;2026-01-07
1412;Sudeste;Organico;2026-04-24
1413;Nordeste;Organico;2025-02-02
1414;Nordeste;Redes Sociais;2024-09-25
1415;Centro-Oeste;Email Marketing;2026-02-14
1416;Sul;Marketing Pago;2025-05-25
1417;Nordeste;Organico;2025-02-19
1418;Nordeste;Marketing Pago;2025-07-05
1419;Sudeste;Redes Sociais;2025-03-29
1420;Sudeste;Redes Sociais;2025-02-15
1421;Sudeste;Marketing Pago;2026-04-24
1422;Nordeste;Redes Sociais;2025-01-04
1423;Sul;Marketing Pago;2025-06-20
1424;Norte;Organico;2025-06-17
1425;Sudeste;Organico;2026-05-19
1426;Sudeste;Indicacao;2024-12-16
1427;Nordeste;Marketing Pago;2025-12-05
1428;Sul;Marketing Pago;2025-06-09
1429;Sul;Organico;2026-05-24
1430;Sul;Indicacao;2024-12-22
1431;Centro-Oeste;Organico;2026-05-04
1432;Sudeste;Organico;2024-08-20
1433;Nordeste;Redes Sociais;2026-03-19
1434;Sul;Indicacao;2025-03-06
1435;Centro-Oeste;Redes Sociais;2026-02-08
1436;Centro-Oeste;Marketing Pago;2026-06-01
1437;Nordeste;Marketing Pago;2025-03-17
1438;Centro-Oeste;Redes Sociais;2025-05-25
1439;Sudeste;Marketing Pago;2024-11-01
1440;Sudeste;Marketing Pago;2026-06-10
1441;Sudeste;Email Marketing;2026-04-21
1442;Nordeste;Indicacao;2024-12-22
1443;Sudeste;Organico;2026-03-03
1444;Nordeste;Email Marketing;2025-12-09
1445;Centro-Oeste;Organico;2025-12-13
1446;Sudeste;Organico;2025-03-28
1447;Sudeste;Organico;2025-08-05
1448;Sudeste;Email Marketing;2024-09-17
1449;Sudeste;Redes Sociais;2024-11-14
1450;Nordeste;Marketing Pago;2025-05-08
1451;Nordeste;Organico;2026-02-09
1452;Sul;Marketing Pago;2025-08-23
1453;Sudeste;Redes Sociais;2024-10-19
1454;Sul;Marketing Pago;2025-03-17
1455;Sul;Marketing Pago;2025-07-20
1456;Sul;Marketing Pago;2026-04-11
1457;Sudeste;Indicacao;2025-10-25
1458;Sudeste;Organico;2026-05-21
1459;Sudeste;Organico;2025-01-09
1460;Sudeste;Redes Sociais;2024-11-30
1461;Nordeste;Marketing Pago;2025-07-05
1462;Nordeste;Marketing Pago;2025-12-04
1463;Sul;Redes Sociais;2026-05-25
1464;Nordeste;Organico;2024-09-14
1465;Sudeste;Redes Sociais;2024-12-16
1466;Sul;Organico;2026-03-10
1467;Sudeste;Organico;2025-02-01
1468;Sul;Marketing Pago;2026-03-01
1469;Sul;Indicacao;2026-06-09
1470;Nordeste;Email Marketing;2025-03-10
1471;Sudeste;Email Marketing;2025-12-07
1472;Sudeste;Indicacao;2026-04-08
1473;Sudeste;Redes Sociais;2025-02-03
1474;Sul;Marketing Pago;2025-01-19
1475;Nordeste;Marketing Pago;2025-11-08
1476;Sul;Organico;2025-08-23
1477;Sudeste;Organico;2025-02-24
1478;Sul;Email Marketing;2026-07-02
1479;Sudeste;Organico;2024-11-07
1480;Sudeste;Email Marketing;2026-04-07
1481;Sudeste;Indicacao;2025-12-29
1482;Nordeste;Organico;2026-06-07
1483;Sudeste;Redes Sociais;2024-08-02
1484;Centro-Oeste;Indicacao;2026-05-27
1485;Sudeste;Marketing Pago;2024-09-14
1486;Nordeste;Marketing Pago;2025-12-07
1487;Nordeste;Marketing Pago;2026-03-27
1488;Nordeste;Email Marketing;2026-07-15
1489;Sul;Marketing Pago;2025-04-18
1490;Sul;Organico;2024-10-25
1491;Sudeste;Indicacao;2025-09-23
1492;Sudeste;Organico;2024-08-08
1493;Sul;Organico;2024-08-08
1494;Sudeste;Organico;2025-06-20
1495;Sudeste;Organico;2025-10-11
1496;Nordeste;Organico;2026-01-31
1497;Sudeste;Marketing Pago;2025-05-10
1498;Norte;Marketing Pago;2025-02-25
1499;Sudeste;Indicacao;2025-12-08
1500;Sudeste;Redes Sociais;2025-12-09
1501;Sudeste;Marketing Pago;2025-07-19
1502;Nordeste;Marketing Pago;2024-12-20
1503;Centro-Oeste;Redes Sociais;2025-03-24
1504;Sudeste;Redes Sociais;2025-01-13
1505;Sudeste;Marketing Pago;2025-07-13
1506;Nordeste;Redes Sociais;2026-07-02
1507;Nordeste;Organico;2026-05-14
1508;Sudeste;Organico;2024-12-27
1509;Sul;Redes Sociais;2024-10-30
1510;Sudeste;Organico;2024-10-21
1511;Sul;Redes Sociais;2025-09-15
1512;Sul;Marketing Pago;2026-07-30
1513;Norte;Organico;2025-01-27
1514;Sul;Marketing Pago;2025-02-23
1515;Centro-Oeste;Email Marketing;2026-01-13
1516;Sudeste;Organico;2026-04-06
1517;Sul;Redes Sociais;2026-04-22
1518;Sudeste;Organico;2025-04-02
1519;Nordeste;Email Marketing;2024-10-28
1520;Norte;Indicacao;2025-07-28
1521;Nordeste;Marketing Pago;2025-02-22
1522;Sul;Redes Sociais;2024-10-10
1523;Centro-Oeste;Marketing Pago;2026-02-24
1524;Centro-Oeste;Marketing Pago;2025-05-11
1525;Sudeste;Email Marketing;2025-11-09
1526;Centro-Oeste;Redes Sociais;2025-04-25
1527;Sudeste;Marketing Pago;2026-02-24
1528;Sudeste;Organico;2024-11-28
1529;Nordeste;Email Marketing;2026-02-02
1530;Nordeste;Redes Sociais;2026-07-12
1531;Sudeste;Marketing Pago;2025-12-09
1532;Nordeste;Indicacao;2025-11-13
1533;Nordeste;Indicacao;2024-08-29
1534;Sul;Organico;2025-08-27
1535;Sul;Email Marketing;2026-06-25
1536;Nordeste;Indicacao;2025-09-27
1537;Norte;Marketing Pago;2024-08-10
1538;Nordeste;Organico;2025-05-22
1539;Sudeste;Redes Sociais;2025-07-17
1540;Sudeste;Email Marketing;2025-12-01
1541;Sudeste;Organico;2026-03-11
1542;Sudeste;Email Marketing;2026-07-01
1543;Centro-Oeste;Organico;2025-02-21
1544;Sudeste;Organico;2025-04-29
1545;Sudeste;Organico;2025-04-13
1546;Nordeste;Marketing Pago;2024-11-18
1547;Sudeste;Organico;2026-06-11
1548;Sul;Organico;2026-02-06
1549;Norte;Indicacao;2025-08-16
1550;Sul;Marketing Pago;2026-03-12
1551;Centro-Oeste;Marketing Pago;2026-01-06
1552;Sudeste;Organico;2026-03-14
1553;Sudeste;Marketing Pago;2025-10-08
1554;Sul;Marketing Pago;2025-12-28
1555;Sudeste;Indicacao;2025-01-26
1556;Sul;Organico;2026-01-13
1557;Sul;Redes Sociais;2024-08-13
1558;Nordeste;Marketing Pago;2024-11-12
1559;Sudeste;Redes Sociais;2025-04-23
1560;Sudeste;Organico;2025-05-03
1561;Sul;Redes Sociais;2025-08-10
1562;Sudeste;Marketing Pago;2025-10-04
1563;Nordeste;Marketing Pago;2025-09-15
1564;Sudeste;Organico;2024-12-13
1565;Norte;Redes Sociais;2024-11-11
1566;Nordeste;Indicacao;2026-02-20
1567;Sudeste;Marketing Pago;2024-12-28
1568;Nordeste;Redes Sociais;2025-11-28
1569;Nordeste;Organico;2025-12-25
1570;Sudeste;Indicacao;2026-05-08
1571;Sul;Redes Sociais;2025-12-12
1572;Sudeste;Redes Sociais;2026-03-05
1573;Sudeste;Organico;2025-01-15
1574;Sudeste;Indicacao;2025-12-01
1575;Nordeste;Organico;2025-07-09
1576;Sudeste;Marketing Pago;2026-02-22
1577;Centro-Oeste;Organico;2024-08-21
1578;Sudeste;Marketing Pago;2026-06-27
1579;Norte;Organico;2026-03-13
1580;Sul;Marketing Pago;2025-05-19
1581;Sudeste;Redes Sociais;2025-12-13
1582;Nordeste;Marketing Pago;2024-10-20
1583;Sudeste;Organico;2026-05-09
1584;Norte;Indicacao;2026-05-18
1585;Nordeste;Marketing Pago;2026-05-09
1586;Sul;Marketing Pago;2024-10-13
1587;Sudeste;Marketing Pago;2025-06-18
1588;Sudeste;Organico;2025-05-01
1589;Sul;Marketing Pago;2025-10-30
1590;Nordeste;Email Marketing;2026-03-25
1591;Sul;Marketing Pago;2025-01-19
1592;Sudeste;Organico;2025-03-29
1593;Nordeste;Email Marketing;2026-07-19
1594;Nordeste;Organico;2025-09-11
1595;Sudeste;Organico;2025-11-28
1596;Sul;Organico;2025-09-11
1597;Sul;Email Marketing;2024-11-15
1598;Sudeste;Organico;2026-06-02
1599;Centro-Oeste;Marketing Pago;2025-03-23
1600;Sudeste;Organico;2026-05-04
1601;Sudeste;Marketing Pago;2025-01-22
1602;Sudeste;Redes Sociais;2025-06-30
1603;Centro-Oeste;Marketing Pago;2026-02-05
1604;Centro-Oeste;Marketing Pago;2024-12-17
1605;Norte;Redes Sociais;2025-01-29
1606;Sul;Marketing Pago;2026-05-14
1607;Centro-Oeste;Marketing Pago;2026-05-18
1608;Sul;Marketing Pago;2025-07-22
1609;Sul;Organico;2024-10-31
1610;Sudeste;Marketing Pago;2025-04-24
1611;Sudeste;Organico;2026-01-18
1612;Nordeste;Indicacao;2025-07-19
1613;Sudeste;Marketing Pago;2026-07-06
1614;Centro-Oeste;Email Marketing;2025-12-02
1615;Sudeste;Indicacao;2025-05-27
1616;Sul;Indicacao;2026-02-13
1617;Sudeste;Marketing Pago;2026-02-26
1618;Sudeste;Organico;2026-05-24
1619;Sudeste;Marketing Pago;2025-04-27
1620;Sudeste;Redes Sociais;2026-01-12
1621;Nordeste;Email Marketing;2026-07-12
1622;Nordeste;Organico;2026-01-27
1623;Nordeste;Marketing Pago;2024-10-10
1624;Sudeste;Organico;2026-05-15
1625;Sul;Marketing Pago;2026-07-19
1626;Sul;Organico;2024-08-20
1627;Sudeste;Email Marketing;2024-08-23
1628;Sudeste;Organico;2025-05-03
1629;Sudeste;Marketing Pago;2024-08-09
1630;Sudeste;Organico;2025-12-19
1631;Sudeste;Marketing Pago;2025-12-24
1632;Norte;Marketing Pago;2024-09-02
1633;Sudeste;Indicacao;2024-12-28
1634;Sudeste;Indicacao;2024-10-13
1635;Sul;Organico;2025-04-14
1636;Nordeste;Indicacao;2024-12-03
1637;Norte;Redes Sociais;2025-08-30
1638;Nordeste;Marketing Pago;2024-09-04
1639;Sudeste;Redes Sociais;2024-11-05
1640;Sul;Email Marketing;2025-11-28
1641;Sudeste;Email Marketing;2025-06-27
1642;Sudeste;Redes Sociais;2026-02-14
1643;Sul;Organico;2026-05-16
1644;Sudeste;Marketing Pago;2024-09-23
1645;Centro-Oeste;Organico;2024-11-24
1646;Sudeste;Marketing Pago;2024-08-16
1647;Sudeste;Organico;2024-12-01
1648;Sudeste;Organico;2024-09-13
1649;Sul;Redes Sociais;2026-07-06
1650;Sul;Marketing Pago;2024-10-31
1651;Sudeste;Marketing Pago;2026-07-04
1652;Sul;Email Marketing;2026-05-03
1653;Sudeste;Marketing Pago;2025-01-05
1654;Nordeste;Indicacao;2024-12-07
1655;Sul;Marketing Pago;2026-02-23
1656;Nordeste;Indicacao;2025-10-24
1657;Nordeste;Organico;2025-08-22
1658;Sudeste;Organico;2024-09-10
1659;Sul;Marketing Pago;2025-05-29
1660;Sul;Marketing Pago;2026-03-04
1661;Sudeste;Marketing Pago;2025-11-23
1662;Sudeste;Indicacao;2026-02-19
1663;Sudeste;Marketing Pago;2025-11-04
1664;Sudeste;Organico;2025-08-11
1665;Sul;Indicacao;2026-01-01
1666;Sudeste;Organico;2024-08-20
1667;Sul;Marketing Pago;2026-04-28
1668;Sudeste;Redes Sociais;2026-06-06
1669;Norte;Indicacao;2025-02-11
1670;Sul;Marketing Pago;2026-02-16
1671;Sudeste;Organico;2025-09-24
1672;Sul;Organico;2026-01-18
1673;Nordeste;Organico;2024-12-11
1674;Sudeste;Organico;2024-11-18
1675;Sul;Organico;2026-03-08
1676;Sul;Marketing Pago;2025-12-15
1677;Sul;Redes Sociais;2025-04-20
1678;Sudeste;Organico;2024-10-12
1679;Sudeste;Email Marketing;2026-06-03
1680;Sul;Indicacao;2024-10-21
1681;Sul;Redes Sociais;2025-08-05
1682;Sul;Email Marketing;2025-09-30
1683;Nordeste;Indicacao;2024-09-29
1684;Nordeste;Organico;2024-09-11
1685;Nordeste;Indicacao;2024-10-19
1686;Centro-Oeste;Email Marketing;2024-11-08
1687;Sudeste;Organico;2025-08-30
1688;Sudeste;Marketing Pago;2025-04-12
1689;Sul;Email Marketing;2026-02-23
1690;Nordeste;Marketing Pago;2024-11-17
1691;Nordeste;Redes Sociais;2026-06-22
1692;Sul;Redes Sociais;2024-11-15
1693;Sudeste;Organico;2025-09-16
1694;Sul;Redes Sociais;2026-01-29
1695;Norte;Marketing Pago;2025-07-27
1696;Centro-Oeste;Redes Sociais;2025-06-29
1697;Nordeste;Marketing Pago;2026-05-11
1698;Sudeste;Redes Sociais;2026-04-16
1699;Sudeste;Marketing Pago;2025-08-20
1700;Nordeste;Email Marketing;2025-04-18
1701;Sudeste;Marketing Pago;2025-09-11
1702;Sudeste;Organico;2025-05-19
1703;Sul;Marketing Pago;2025-06-06
1704;Sudeste;Email Marketing;2025-03-08
1705;Centro-Oeste;Organico;2026-07-08
1706;Nordeste;Email Marketing;2026-01-06
1707;Sul;Email Marketing;2025-01-06
1708;Sudeste;Marketing Pago;2025-01-07
1709;Sudeste;Marketing Pago;2026-03-20
1710;Sudeste;Organico;2025-06-04
1711;Sudeste;Marketing Pago;2025-03-11
1712;Nordeste;Redes Sociais;2025-12-08
1713;Sudeste;Indicacao;2026-07-08
1714;Nordeste;Indicacao;2024-11-06
1715;Sul;Marketing Pago;2026-03-14
1716;Sudeste;Indicacao;2025-07-09
1717;Sudeste;Indicacao;2025-10-01
1718;Centro-Oeste;Organico;2025-03-21
1719;Nordeste;Indicacao;2024-08-12
1720;Sul;Redes Sociais;2024-09-25
1721;Sudeste;Organico;2026-02-04
1722;Sul;Marketing Pago;2026-07-16
1723;Sudeste;Organico;2025-09-07
1724;Norte;Indicacao;2026-03-13
1725;Sul;Organico;2025-05-24
1726;Nordeste;Organico;2025-07-11
1727;Sudeste;Redes Sociais;2024-09-20
1728;Sul;Organico;2025-09-13
1729;Sul;Indicacao;2024-12-12
1730;Nordeste;Marketing Pago;2025-02-19
1731;Sul;Redes Sociais;2025-02-17
1732;Sul;Email Marketing;2026-01-19
1733;Sudeste;Organico;2025-10-15
1734;Sudeste;Email Marketing;2024-10-31
1735;Sudeste;Marketing Pago;2025-08-10
1736;Sudeste;Marketing Pago;2026-04-01
1737;Nordeste;Indicacao;2025-01-21
1738;Norte;Redes Sociais;2025-10-27
1739;Sul;Marketing Pago;2025-03-28
1740;Sudeste;Marketing Pago;2024-10-27
1741;Sudeste;Organico;2026-04-28
1742;Centro-Oeste;Indicacao;2025-05-22
1743;Sudeste;Redes Sociais;2024-11-22
1744;Sudeste;Marketing Pago;2025-07-06
1745;Sudeste;Marketing Pago;2025-02-25
1746;Sul;Indicacao;2026-02-13
1747;Sul;Redes Sociais;2024-12-23
1748;Nordeste;Redes Sociais;2025-08-21
1749;Sul;Redes Sociais;2024-09-14
1750;Sudeste;Organico;2025-02-22
1751;Nordeste;Redes Sociais;2024-09-24
1752;Sul;Email Marketing;2024-10-08
1753;Sudeste;Organico;2026-06-07
1754;Sudeste;Organico;2025-05-27
1755;Centro-Oeste;Redes Sociais;2025-03-25
1756;Norte;Marketing Pago;2026-07-28
1757;Sudeste;Marketing Pago;2026-04-04
1758;Sul;Organico;2025-12-26
1759;Norte;Redes Sociais;2026-07-31
1760;Sudeste;Organico;2026-01-25
1761;Sudeste;Marketing Pago;2025-01-08
1762;Sudeste;Redes Sociais;2025-07-30
1763;Sul;Organico;2025-12-27
1764;Sudeste;Organico;2025-04-21
1765;Centro-Oeste;Indicacao;2024-08-31
1766;Centro-Oeste;Email Marketing;2025-03-19
1767;Sudeste;Indicacao;2026-06-04
1768;Sudeste;Redes Sociais;2026-01-16
1769;Norte;Redes Sociais;2026-05-03
1770;Nordeste;Marketing Pago;2026-03-10
1771;Sudeste;Email Marketing;2026-04-12
1772;Sudeste;Marketing Pago;2025-02-28
1773;Nordeste;Redes Sociais;2026-07-02
1774;Nordeste;Indicacao;2025-06-13
1775;Nordeste;Indicacao;2024-12-17
1776;Sudeste;Email Marketing;2024-12-27
1777;Nordeste;Redes Sociais;2025-01-09
1778;Sudeste;Redes Sociais;2024-11-30
1779;Sudeste;Indicacao;2024-12-28
1780;Nordeste;Indicacao;2025-09-28
1781;Norte;Marketing Pago;2026-05-15
1782;Centro-Oeste;Organico;2025-02-09
1783;Sudeste;Organico;2026-04-19
1784;Sul;Redes Sociais;2026-04-20
1785;Sudeste;Organico;2026-07-05
1786;Sudeste;Organico;2025-12-02
1787;Sudeste;Indicacao;2025-11-24
1788;Nordeste;Marketing Pago;2025-09-01
1789;Sul;Organico;2025-02-14
1790;Sudeste;Marketing Pago;2024-08-16
1791;Centro-Oeste;Email Marketing;2025-03-16
1792;Nordeste;Email Marketing;2025-02-26
1793;Sudeste;Email Marketing;2025-10-24
1794;Centro-Oeste;Marketing Pago;2025-06-29
1795;Centro-Oeste;Indicacao;2025-10-12
1796;Sudeste;Organico;2025-08-25
1797;Nordeste;Marketing Pago;2026-03-09
1798;Sul;Marketing Pago;2026-07-23
1799;Nordeste;Marketing Pago;2025-11-06
1800;Sul;Indicacao;2025-04-09
