pedido_id;cliente_id;data_pedido;forma_pagamento;status_entrega;valor_total
4738;51;2025-02-10;Pix;Entregue;82.67
4739;531;2024-10-02;Pix;Entregue com Atraso;16.61
4740;1372;2026-04-02;Pix;Entregue;51.79
4741;852;2025-02-14;Cartao de Credito;Entregue;29.38
4742;1776;2024-10-05;Cartao de Credito;Entregue;15.0
4743;1742;2024-11-28;Cartao de Debito;Entregue;290.69
4744;1123;2025-01-01;Cartao de Credito;Cancelado;111.36
4745;1229;2025-05-18;Boleto;Em Transito;200.21
4746;825;2024-08-25;Pix;Entregue;28.5
4747;226;2024-08-06;Pix;Entregue;15.0
4748;304;2025-11-07;Cartao de Credito;Entregue com Atraso;12.75
4749;1709;2024-08-31;Pix;Entregue;81.13
4750;397;2026-02-20;Cartao de Credito;Entregue;171.45
4751;316;2025-06-29;Boleto;Entregue com Atraso;70.78
4752;538;2025-12-12;Pix;Entregue com Atraso;69.98
4753;1605;2025-01-19;Cartao de Credito;Entregue;21.33
4754;1759;2026-02-05;Cartao de Credito;Entregue com Atraso;52.9
4755;1184;2025-10-16;Cartao de Debito;Entregue;131.99
4756;1108;2025-03-10;Boleto;Entregue;77.43
4757;966;2025-04-22;Pix;Entregue;158.56
4758;184;2025-05-25;Boleto;Entregue;58.63
4759;1117;2025-10-11;Cartao de Credito;Entregue com Atraso;69.98
4760;1673;2026-02-04;Cartao de Credito;Entregue;166.02
4761;85;2025-11-16;Cartao de Credito;Entregue;162.21
4762;841;2026-06-06;Pix;Entregue;367.05
4763;1365;2025-08-10;Cartao de Debito;Entregue;19.02
4764;238;2025-04-15;Boleto;Entregue;67.64
4765;867;2025-02-12;Pix;Cancelado;106.71
4766;734;2025-02-02;Pix;Entregue;147.08
4767;505;2024-08-16;Cartao de Credito;Entregue;182.23
4768;1645;2026-04-19;Cartao de Credito;Entregue;170.54
4769;1037;2024-12-08;Pix;Entregue com Atraso;60.53
4770;119;2026-06-11;Pix;Entregue;136.91
4771;1695;2025-04-27;Cartao de Credito;Entregue;32.73
4772;294;2024-10-07;Boleto;Entregue;33.67
4773;825;2026-03-29;Cartao de Debito;Entregue;110.19
4774;1098;2025-12-12;Cartao de Credito;Entregue;286.28
4775;776;2026-05-13;Cartao de Credito;Entregue;42.98
4776;912;2025-10-31;Cartao de Credito;Entregue;615.23
4777;540;2025-11-16;Cartao de Credito;Entregue;363.93
4778;992;2026-01-02;Pix;Entregue;161.56
4779;1746;2024-10-12;Pix;Entregue;52.05
4780;1670;2025-07-19;Boleto;Cancelado;49.17
4781;966;2026-02-04;Cartao de Credito;Entregue;51.72
4782;1449;2025-10-07;Pix;Entregue com Atraso;504.21
4783;966;2026-01-10;Pix;Entregue com Atraso;24.39
4784;1171;2025-08-02;Boleto;Entregue;273.98
4785;1100;2026-07-16;Boleto;Entregue;98.72
4786;1;2024-08-21;Cartao de Credito;Entregue;141.94
4787;24;2026-01-06;Boleto;Entregue com Atraso;79.91
4788;129;2024-12-26;Cartao de Debito;Entregue;372.03
4789;279;2026-03-11;Cartao de Credito;Cancelado;18.9
4790;1605;2025-12-06;Cartao de Credito;Entregue;369.16
4791;199;2026-06-17;Cartao de Credito;Entregue com Atraso;355.39
4792;217;2025-06-28;Cartao de Credito;Entregue;165.95
4793;894;2025-01-25;Cartao de Credito;Entregue;52.48
4794;402;2025-07-23;Cartao de Credito;Entregue;92.4
4795;952;2026-03-15;Pix;Em Transito;124.58
4796;365;2026-05-26;Cartao de Credito;Entregue;14.25
4797;1679;2025-09-28;Cartao de Credito;Entregue;126.91
4798;230;2025-02-12;Boleto;Entregue;20.25
4799;666;2026-03-06;Pix;Entregue;222.81
4800;1670;2024-08-05;Cartao de Credito;Entregue;222.92
4801;825;2025-04-10;Boleto;Entregue;74.97
4802;1716;2024-11-10;Boleto;Entregue;222.92
4803;263;2024-09-11;Boleto;Entregue;58.03
4804;1245;2025-08-28;Boleto;Entregue;544.45
4805;30;2025-08-27;Pix;Entregue;32.16
4806;763;2026-03-11;Boleto;Entregue;93.55
4807;882;2025-04-04;Cartao de Credito;Entregue;320.58
4808;827;2025-08-09;Pix;Entregue;136.77
4809;712;2025-11-17;Boleto;Em Transito;35.73
4810;1279;2025-03-10;Pix;Entregue;206.77
4811;434;2026-06-28;Pix;Em Transito;18.12
4812;762;2025-10-09;Pix;Em Transito;224.02
4813;192;2024-09-14;Boleto;Entregue;193.39
4814;73;2026-03-17;Boleto;Entregue;273.5
4815;743;2025-05-26;Pix;Entregue;15.0
4816;347;2025-11-19;Pix;Entregue;31.61
4817;1055;2025-12-20;Pix;Entregue;118.79
4818;515;2025-02-08;Boleto;Entregue;12.75
4819;325;2026-01-04;Boleto;Cancelado;196.63
4820;404;2025-06-22;Pix;Entregue;94.49
4821;1731;2025-08-20;Cartao de Credito;Entregue;91.09
4822;398;2025-11-22;Cartao de Credito;Entregue;136.02
4823;596;2026-02-01;Cartao de Credito;Entregue;437.54
4824;1036;2025-03-13;Pix;Entregue;173.51
4825;1202;2026-06-24;Pix;Entregue;43.52
4826;209;2024-08-22;Pix;Entregue;66.08
4827;1350;2025-08-08;Boleto;Entregue;284.56
4828;52;2025-12-13;Cartao de Credito;Entregue;154.67
4829;1323;2025-01-20;Pix;Entregue;29.77
4830;128;2024-11-07;Pix;Entregue com Atraso;155.6
4831;1565;2024-12-07;Pix;Entregue com Atraso;86.53
4832;1199;2025-01-25;Pix;Entregue;206.31
4833;383;2025-06-03;Pix;Entregue;97.59
4834;1695;2024-09-28;Pix;Entregue;337.62
4835;32;2025-06-24;Cartao de Credito;Entregue;177.0
4836;822;2026-03-15;Pix;Entregue;313.46
4837;467;2025-12-08;Cartao de Credito;Entregue;49.28
4838;359;2025-05-30;Boleto;Em Transito;304.19
4839;1587;2026-06-14;Cartao de Debito;Entregue;92.17
4840;12;2024-11-07;Pix;Entregue;161.58
4841;499;2024-12-04;Pix;Entregue;91.09
4842;1279;2024-08-08;Boleto;Cancelado;30.38
4843;378;2025-12-15;Cartao de Credito;Entregue;127.96
4844;1441;2025-11-15;Cartao de Debito;Entregue;261.45
4845;1112;2026-01-04;Boleto;Entregue;177.22
4846;1745;2025-11-02;Cartao de Debito;Entregue;38.89
4847;468;2024-11-22;Cartao de Credito;Entregue;273.5
4848;1261;2025-07-10;Cartao de Credito;Entregue;86.7
4849;1756;2024-09-16;Cartao de Credito;Entregue;190.19
4850;413;2026-02-10;Pix;Entregue;85.82
4851;1489;2024-09-25;Cartao de Credito;Entregue;279.41
4852;356;2025-07-13;Pix;Entregue com Atraso;383.46
4853;583;2025-06-25;Cartao de Credito;Entregue;13.5
4854;1055;2025-01-07;Pix;Entregue;202.38
4855;1442;2025-02-06;Boleto;Entregue com Atraso;117.48
4856;1407;2025-11-11;Cartao de Credito;Entregue;410.18
4857;1794;2025-12-08;Pix;Entregue com Atraso;36.41
4858;922;2025-04-24;Cartao de Debito;Entregue;102.36
4859;1246;2025-03-07;Boleto;Entregue;280.0
4860;1658;2025-04-22;Cartao de Credito;Entregue;133.22
4861;187;2025-05-21;Pix;Entregue;48.94
4862;1672;2024-10-26;Boleto;Entregue;41.5
4863;488;2025-04-27;Boleto;Entregue;631.39
4864;1090;2026-06-17;Cartao de Credito;Entregue com Atraso;154.23
4865;494;2024-08-22;Cartao de Credito;Entregue;86.64
4866;1088;2026-05-11;Cartao de Credito;Entregue com Atraso;98.42
4867;150;2025-01-19;Boleto;Entregue;109.9
4868;1160;2025-03-12;Pix;Entregue;161.23
4869;507;2024-10-29;Pix;Cancelado;14.25
4870;335;2025-09-16;Cartao de Credito;Entregue com Atraso;409.97
4871;184;2025-07-09;Cartao de Credito;Entregue;84.23
4872;1050;2026-07-05;Pix;Entregue;43.7
4873;705;2025-01-01;Pix;Entregue;16.67
4874;1431;2025-12-28;Cartao de Debito;Entregue;157.61
4875;1230;2025-05-17;Cartao de Credito;Entregue;24.99
4876;1090;2026-05-21;Cartao de Credito;Entregue;152.32
4877;1399;2025-08-26;Cartao de Credito;Entregue;109.81
4878;673;2025-06-06;Pix;Cancelado;68.35
4879;1402;2026-05-08;Cartao de Credito;Entregue com Atraso;15.0
4880;1650;2025-09-28;Pix;Entregue com Atraso;125.19
4881;392;2025-03-03;Cartao de Credito;Entregue;229.94
4882;668;2025-10-23;Boleto;Entregue com Atraso;54.04
4883;1295;2025-09-07;Pix;Entregue;62.41
4884;1577;2024-08-22;Pix;Cancelado;148.75
4885;700;2025-03-03;Cartao de Credito;Cancelado;57.97
4886;1588;2025-03-04;Boleto;Em Transito;340.74
4887;1271;2024-11-03;Cartao de Credito;Entregue;208.5
4888;14;2025-01-31;Pix;Entregue;72.08
4889;1301;2025-06-25;Boleto;Em Transito;105.26
4890;550;2026-05-16;Cartao de Credito;Cancelado;315.8
4891;1229;2026-07-03;Cartao de Credito;Entregue;128.52
4892;1308;2025-02-20;Cartao de Debito;Entregue;14.25
4893;138;2025-05-23;Boleto;Em Transito;98.05
4894;196;2024-11-22;Pix;Entregue;201.83
4895;1050;2025-01-16;Cartao de Debito;Entregue;183.67
4896;1778;2025-03-04;Pix;Entregue;22.36
4897;1084;2026-01-13;Pix;Em Transito;126.82
4898;1646;2025-12-23;Cartao de Credito;Entregue com Atraso;63.54
4899;914;2026-01-31;Cartao de Credito;Entregue com Atraso;58.07
4900;252;2026-04-05;Boleto;Entregue;126.94
4901;233;2026-06-18;Pix;Entregue;98.72
4902;442;2026-03-30;Pix;Entregue;286.98
4903;83;2026-04-14;Pix;Entregue;187.1
4904;1009;2025-05-16;Boleto;Cancelado;218.39
4905;161;2025-11-24;Cartao de Debito;Entregue;219.58
4906;1274;2024-08-21;Cartao de Credito;Entregue com Atraso;98.24
4907;1602;2024-10-04;Cartao de Credito;Entregue;266.61
4908;179;2025-12-04;Pix;Entregue;178.67
4909;1639;2024-08-26;Boleto;Entregue;84.93
4910;1182;2024-10-29;Pix;Em Transito;141.32
4911;702;2025-01-12;Cartao de Credito;Entregue com Atraso;92.72
4912;108;2025-12-05;Pix;Entregue;34.56
4913;374;2024-08-25;Pix;Entregue;123.32
4914;1679;2026-01-26;Cartao de Credito;Entregue;38.13
4915;577;2025-07-16;Boleto;Entregue;101.48
4916;1500;2025-07-21;Pix;Entregue;28.86
4917;367;2025-03-25;Cartao de Credito;Entregue com Atraso;60.19
4918;1650;2025-07-14;Pix;Entregue;41.5
4919;627;2025-10-15;Cartao de Credito;Entregue;192.17
4920;1672;2025-04-01;Cartao de Credito;Entregue;395.86
4921;30;2025-02-11;Pix;Entregue;79.36
4922;122;2025-02-05;Cartao de Debito;Entregue com Atraso;62.39
4923;1572;2026-04-01;Cartao de Credito;Entregue;86.52
4924;1670;2025-05-09;Cartao de Credito;Entregue;124.77
4925;1134;2024-11-11;Pix;Entregue;136.09
4926;325;2025-08-12;Cartao de Credito;Entregue;218.45
4927;596;2024-11-13;Pix;Entregue;710.07
4928;1154;2024-09-18;Cartao de Credito;Entregue;49.46
4929;152;2025-03-22;Cartao de Credito;Entregue;127.83
4930;24;2026-06-19;Pix;Entregue;297.65
4931;564;2024-12-21;Boleto;Entregue com Atraso;41.45
4932;1257;2025-05-20;Pix;Entregue;341.82
4933;146;2025-08-11;Pix;Entregue;238.6
4934;202;2026-03-04;Pix;Entregue;48.76
4935;402;2026-06-21;Pix;Cancelado;21.33
4936;1100;2025-03-21;Cartao de Debito;Entregue;91.26
4937;169;2024-11-27;Pix;Entregue;42.98
4938;308;2025-10-01;Cartao de Debito;Entregue;146.73
4939;107;2025-03-07;Cartao de Credito;Entregue;311.06
4940;964;2024-11-08;Cartao de Debito;Entregue;325.82
4941;572;2025-03-17;Cartao de Credito;Entregue;144.58
4942;1636;2026-02-08;Pix;Entregue;220.67
4943;540;2025-01-11;Cartao de Credito;Entregue;208.6
4944;89;2025-03-30;Pix;Entregue;31.39
4945;1266;2024-08-25;Boleto;Entregue com Atraso;189.8
4946;1050;2026-03-24;Pix;Entregue;116.73
4947;122;2025-02-23;Boleto;Entregue;180.77
4948;1412;2025-04-11;Pix;Entregue;198.2
4949;1523;2026-05-25;Cartao de Credito;Cancelado;129.38
4950;1189;2025-02-10;Pix;Entregue;20.15
4951;1151;2024-11-17;Pix;Entregue;503.29
4952;1318;2025-01-01;Cartao de Debito;Entregue;100.77
4953;1229;2025-03-25;Pix;Entregue com Atraso;45.0
4954;338;2025-05-27;Cartao de Credito;Entregue;34.48
4955;958;2024-08-22;Cartao de Credito;Entregue com Atraso;304.75
4956;539;2025-02-21;Cartao de Credito;Entregue;62.12
4957;456;2024-09-17;Cartao de Credito;Entregue com Atraso;120.74
4958;383;2026-04-20;Pix;Entregue;25.5
4959;664;2026-04-28;Pix;Em Transito;452.44
4960;147;2026-01-21;Pix;Entregue com Atraso;233.85
4961;1287;2025-11-12;Pix;Em Transito;224.69
4962;1700;2026-04-05;Cartao de Credito;Entregue;136.15
4963;1318;2025-03-15;Cartao de Credito;Cancelado;202.39
4964;1564;2025-11-29;Pix;Entregue com Atraso;58.94
4965;825;2024-11-14;Pix;Entregue;88.46
4966;1670;2025-07-28;Boleto;Entregue com Atraso;121.18
4967;1786;2024-09-07;Pix;Entregue;31.91
4968;1168;2026-05-29;Cartao de Credito;Entregue com Atraso;363.27
4969;966;2025-08-28;Cartao de Credito;Entregue com Atraso;145.11
4970;424;2025-08-20;Cartao de Credito;Em Transito;67.64
4971;1425;2025-08-05;Cartao de Credito;Entregue;63.13
4972;90;2024-10-07;Pix;Em Transito;374.95
4973;1656;2026-06-04;Pix;Entregue com Atraso;80.25
4974;483;2025-01-23;Pix;Entregue;367.05
4975;1236;2025-08-04;Pix;Entregue;269.25
4976;1119;2026-07-30;Cartao de Credito;Entregue com Atraso;155.77
4977;1715;2024-09-26;Pix;Entregue;142.64
4978;1563;2026-07-06;Cartao de Credito;Entregue;201.36
4979;1575;2024-11-26;Pix;Entregue;315.06
4980;799;2024-12-12;Cartao de Credito;Entregue;22.53
4981;574;2025-01-17;Cartao de Debito;Cancelado;212.52
4982;313;2025-04-22;Cartao de Debito;Entregue;35.04
4983;1034;2025-09-17;Cartao de Credito;Entregue;20.28
4984;593;2026-04-21;Pix;Entregue;125.86
4985;1208;2025-12-16;Cartao de Credito;Cancelado;213.74
4986;187;2025-03-31;Boleto;Entregue;286.68
4987;1025;2025-03-17;Boleto;Entregue;36.63
4988;1178;2025-03-17;Pix;Entregue;277.74
4989;926;2026-02-03;Cartao de Debito;Entregue;344.9
4990;863;2024-09-08;Cartao de Credito;Cancelado;118.93
4991;388;2025-04-15;Cartao de Debito;Cancelado;213.55
4992;884;2025-03-26;Cartao de Debito;Entregue;93.15
4993;1441;2025-01-16;Pix;Em Transito;138.03
4994;1383;2025-04-28;Boleto;Cancelado;133.43
4995;1231;2026-07-12;Cartao de Credito;Entregue;181.52
4996;1616;2025-10-23;Pix;Entregue;21.41
4997;587;2026-07-27;Pix;Entregue;177.99
4998;1437;2026-07-19;Cartao de Credito;Entregue;14.25
4999;1254;2024-09-10;Boleto;Em Transito;106.32
5000;1021;2025-12-16;Boleto;Entregue;90.89
5001;1257;2026-06-16;Cartao de Debito;Entregue com Atraso;341.39
5002;1073;2024-12-27;Cartao de Credito;Entregue;79.14
5003;301;2025-06-02;Cartao de Credito;Entregue;58.02
5004;1108;2026-06-22;Pix;Entregue;335.61
5005;841;2025-10-10;Cartao de Credito;Entregue com Atraso;94.67
5006;1572;2025-09-06;Cartao de Debito;Entregue com Atraso;43.96
5007;754;2025-07-23;Cartao de Debito;Entregue com Atraso;35.47
5008;1083;2025-07-06;Cartao de Credito;Entregue;187.1
5009;995;2025-07-12;Pix;Entregue com Atraso;55.82
5010;233;2024-12-29;Pix;Entregue;53.51
5011;338;2025-11-05;Pix;Entregue;340.47
5012;1458;2026-05-10;Boleto;Entregue com Atraso;33.27
5013;983;2026-01-10;Pix;Cancelado;100.7
5014;1507;2025-09-10;Cartao de Credito;Entregue com Atraso;80.28
5015;1161;2024-11-16;Cartao de Debito;Entregue;240.53
5016;963;2025-12-29;Boleto;Entregue;38.89
5017;705;2025-11-20;Pix;Entregue;78.83
5018;1674;2026-07-14;Pix;Entregue;168.7
5019;1163;2026-07-08;Cartao de Credito;Entregue com Atraso;91.09
5020;229;2024-11-23;Cartao de Credito;Entregue com Atraso;79.67
5021;753;2024-10-14;Cartao de Credito;Entregue;21.21
5022;187;2025-12-07;Pix;Entregue;160.2
5023;825;2025-12-19;Cartao de Credito;Entregue;154.31
5024;18;2025-06-07;Cartao de Debito;Entregue;134.56
5025;1254;2026-05-18;Boleto;Entregue;53.24
5026;283;2024-08-17;Cartao de Credito;Entregue;23.85
5027;825;2025-07-20;Cartao de Credito;Entregue;77.79
5028;1797;2024-09-05;Pix;Entregue;98.14
5029;1586;2026-03-16;Pix;Entregue;101.67
5030;1583;2024-09-28;Boleto;Entregue com Atraso;99.12
5031;1370;2024-10-31;Cartao de Credito;Entregue;35.69
5032;1435;2025-01-27;Cartao de Credito;Entregue com Atraso;155.09
5033;1266;2025-11-02;Pix;Entregue;253.52
5034;1665;2024-10-13;Pix;Entregue;161.92
5035;464;2025-08-15;Cartao de Credito;Entregue;188.98
5036;796;2026-03-20;Cartao de Credito;Entregue;64.88
5037;283;2025-07-14;Pix;Entregue;145.62
5038;496;2025-10-21;Cartao de Credito;Entregue com Atraso;62.12
5039;1229;2025-10-01;Cartao de Credito;Entregue;153.28
5040;453;2024-08-28;Pix;Entregue;170.75
5041;525;2025-08-21;Cartao de Credito;Entregue com Atraso;266.19
5042;914;2026-07-10;Cartao de Credito;Entregue com Atraso;93.97
5043;910;2025-10-11;Cartao de Debito;Entregue;227.55
5044;1502;2024-10-15;Pix;Entregue;26.21
5045;825;2025-09-16;Cartao de Debito;Entregue com Atraso;38.13
5046;1767;2024-12-25;Cartao de Credito;Entregue;34.49
5047;1520;2025-05-10;Pix;Cancelado;42.91
5048;1523;2026-07-17;Boleto;Entregue;22.53
5049;618;2024-11-22;Cartao de Credito;Entregue;30.52
5050;559;2025-12-09;Cartao de Credito;Entregue;85.07
5051;226;2024-09-01;Pix;Entregue com Atraso;209.29
5052;249;2025-02-23;Cartao de Credito;Em Transito;40.04
5053;31;2025-08-04;Pix;Entregue;23.59
5054;1670;2024-12-20;Cartao de Credito;Entregue com Atraso;59.28
5055;1393;2024-08-23;Pix;Entregue;176.99
5056;1174;2024-10-27;Cartao de Credito;Entregue;154.43
5057;763;2025-09-04;Pix;Entregue;60.36
5058;1240;2026-01-20;Boleto;Entregue;389.9
5059;1523;2025-12-07;Pix;Cancelado;174.55
5060;1704;2025-09-02;Boleto;Entregue com Atraso;36.72
5061;521;2024-09-23;Cartao de Credito;Entregue;85.45
5062;1441;2025-09-10;Pix;Cancelado;27.15
5063;1013;2024-10-18;Boleto;Em Transito;62.26
5064;771;2024-10-17;Pix;Entregue;164.58
5065;416;2025-11-07;Cartao de Credito;Entregue;18.9
5066;1239;2025-12-22;Cartao de Credito;Entregue;122.72
5067;1412;2025-01-04;Cartao de Credito;Entregue;145.62
5068;1229;2026-01-31;Cartao de Credito;Entregue com Atraso;100.22
5069;1229;2024-08-24;Pix;Em Transito;34.56
5070;1045;2025-07-22;Cartao de Debito;Entregue com Atraso;41.09
5071;825;2026-04-02;Cartao de Debito;Entregue;190.0
5072;1127;2025-01-13;Boleto;Em Transito;30.0
5073;1135;2026-04-27;Cartao de Credito;Entregue;54.3
5074;945;2026-06-28;Pix;Entregue;371.69
5075;1140;2026-05-17;Pix;Entregue com Atraso;126.78
5076;88;2024-11-29;Cartao de Credito;Entregue;42.2
5077;770;2025-10-04;Cartao de Debito;Entregue;119.26
5078;1749;2025-02-21;Cartao de Credito;Entregue;70.22
5079;83;2025-10-15;Pix;Entregue;12.0
5080;1731;2026-03-22;Cartao de Credito;Entregue;71.31
5081;1205;2026-03-25;Pix;Entregue;213.42
5082;703;2025-12-13;Pix;Entregue;18.81
5083;1645;2026-02-13;Cartao de Credito;Entregue;17.37
5084;914;2025-09-14;Pix;Entregue com Atraso;93.96
5085;1666;2025-07-21;Pix;Entregue;155.81
5086;913;2024-08-03;Cartao de Credito;Entregue;139.23
5087;986;2025-01-25;Cartao de Credito;Entregue;15.0
5088;841;2024-08-29;Cartao de Debito;Entregue com Atraso;288.33
5089;912;2025-09-11;Boleto;Entregue;187.91
5090;1449;2024-11-13;Boleto;Entregue;28.55
5091;1723;2024-09-09;Pix;Em Transito;77.42
5092;1038;2025-08-26;Boleto;Entregue;22.26
5093;979;2026-07-13;Cartao de Credito;Entregue;121.9
5094;838;2026-07-09;Boleto;Em Transito;47.48
5095;836;2025-08-13;Cartao de Credito;Entregue com Atraso;15.0
5096;316;2025-03-30;Pix;Entregue;38.86
5097;1064;2025-08-29;Cartao de Credito;Entregue com Atraso;174.09
5098;904;2024-08-05;Cartao de Debito;Entregue;52.05
5099;617;2024-10-17;Pix;Entregue;94.13
5100;838;2025-02-08;Pix;Entregue;240.76
5101;987;2025-09-08;Cartao de Credito;Entregue;848.74
5102;1210;2025-07-29;Boleto;Entregue;333.2
5103;468;2025-04-27;Cartao de Credito;Entregue com Atraso;176.49
5104;1041;2025-01-29;Pix;Entregue;167.1
5105;308;2025-07-12;Pix;Entregue;15.0
5106;859;2025-05-14;Cartao de Credito;Entregue com Atraso;266.75
5107;5;2025-12-20;Cartao de Debito;Entregue;23.19
5108;369;2025-04-29;Cartao de Credito;Entregue;503.76
5109;850;2026-06-01;Pix;Entregue;20.26
5110;1709;2026-04-23;Pix;Em Transito;160.95
5111;874;2025-08-31;Cartao de Debito;Entregue;213.28
5112;25;2025-02-28;Boleto;Entregue;122.57
5113;468;2024-10-08;Boleto;Entregue com Atraso;45.08
5114;930;2025-01-19;Cartao de Credito;Entregue;15.0
5115;966;2025-11-27;Boleto;Entregue;341.32
5116;1298;2025-12-09;Boleto;Entregue com Atraso;55.15
5117;829;2025-08-13;Cartao de Credito;Entregue;277.01
5118;1235;2026-03-20;Cartao de Credito;Entregue;15.0
5119;325;2026-02-21;Pix;Cancelado;80.42
5120;945;2025-11-07;Cartao de Credito;Entregue;104.47
5121;1549;2026-04-02;Pix;Entregue;19.02
5122;242;2025-07-13;Cartao de Credito;Em Transito;323.6
5123;1657;2024-11-30;Boleto;Entregue;132.88
5124;631;2026-06-23;Cartao de Credito;Entregue;121.36
5125;499;2025-05-12;Cartao de Credito;Entregue;77.52
5126;1311;2025-08-25;Pix;Entregue;209.45
5127;595;2025-05-03;Boleto;Entregue com Atraso;152.85
5128;954;2025-07-28;Cartao de Credito;Entregue;96.27
5129;1614;2025-08-05;Cartao de Debito;Cancelado;28.55
5130;1672;2026-04-04;Cartao de Credito;Entregue;208.6
5131;634;2024-12-05;Pix;Entregue;97.81
5132;1327;2025-06-12;Cartao de Credito;Entregue;79.63
5133;1289;2026-05-02;Pix;Entregue;168.69
5134;559;2025-08-15;Pix;Em Transito;24.3
5135;1073;2025-06-04;Cartao de Credito;Entregue;254.62
5136;180;2026-06-16;Boleto;Entregue;31.91
5137;1279;2025-01-16;Cartao de Credito;Entregue;15.0
5138;1592;2025-01-16;Pix;Entregue;163.37
5139;1588;2025-04-07;Cartao de Debito;Entregue com Atraso;74.15
5140;919;2025-06-14;Cartao de Credito;Entregue;274.25
5141;578;2025-09-21;Boleto;Em Transito;109.97
5142;1558;2024-11-03;Pix;Entregue;46.56
5143;325;2026-01-30;Pix;Entregue;154.88
5144;1797;2026-05-03;Pix;Entregue;123.9
5145;1047;2026-07-26;Cartao de Debito;Entregue;97.94
5146;1470;2025-06-29;Pix;Entregue;49.46
5147;843;2025-04-12;Cartao de Credito;Entregue;21.32
5148;1202;2025-01-03;Cartao de Credito;Cancelado;45.59
5149;1763;2024-12-07;Pix;Entregue com Atraso;116.5
5150;905;2026-01-31;Pix;Entregue;43.88
5151;1172;2025-11-05;Cartao de Credito;Entregue;19.72
5152;367;2025-11-10;Pix;Entregue;135.28
5153;487;2025-01-17;Cartao de Credito;Entregue;266.76
5154;1650;2026-05-24;Cartao de Credito;Entregue;134.56
5155;179;2025-08-15;Pix;Em Transito;36.0
5156;1426;2025-07-10;Pix;Entregue;32.73
5157;1527;2025-08-22;Pix;Em Transito;123.56
5158;1321;2025-07-02;Cartao de Credito;Entregue;259.82
5159;1360;2024-09-13;Pix;Entregue;32.8
5160;1731;2024-10-26;Pix;Entregue;19.9
5161;534;2026-06-17;Pix;Cancelado;65.87
5162;584;2024-11-10;Pix;Entregue;34.7
5163;923;2026-03-30;Cartao de Credito;Entregue com Atraso;182.67
5164;1037;2024-12-01;Cartao de Credito;Entregue;60.76
5165;981;2024-12-09;Boleto;Entregue;584.0
5166;1548;2025-08-26;Pix;Entregue;139.73
5167;30;2026-02-10;Cartao de Credito;Entregue;44.43
5168;1186;2025-02-02;Cartao de Debito;Entregue;32.32
5169;467;2025-09-25;Pix;Em Transito;206.34
5170;1466;2025-03-31;Cartao de Credito;Cancelado;15.84
5171;1209;2024-12-06;Cartao de Debito;Entregue;236.63
5172;555;2026-03-08;Pix;Entregue;134.02
5173;786;2025-10-22;Cartao de Debito;Entregue;154.31
5174;359;2026-03-12;Cartao de Credito;Entregue;119.55
5175;1126;2025-03-05;Cartao de Credito;Entregue;65.87
5176;1731;2024-09-11;Cartao de Credito;Entregue;248.01
5177;49;2024-09-04;Cartao de Debito;Entregue com Atraso;326.32
5178;21;2025-10-01;Boleto;Cancelado;242.38
5179;59;2026-02-07;Cartao de Credito;Em Transito;197.62
5180;1094;2024-09-15;Cartao de Credito;Em Transito;14.25
5181;515;2026-04-29;Pix;Entregue;159.95
5182;868;2025-08-12;Pix;Entregue;141.59
5183;341;2025-03-19;Cartao de Credito;Entregue;224.32
5184;641;2025-07-20;Cartao de Credito;Entregue;451.26
5185;251;2025-06-10;Cartao de Credito;Entregue;89.85
5186;1162;2025-09-07;Boleto;Entregue;18.28
5187;1507;2026-01-21;Pix;Cancelado;32.73
5188;390;2025-10-28;Pix;Entregue;33.34
5189;1783;2025-09-24;Cartao de Credito;Entregue;114.72
5190;572;2026-02-18;Pix;Entregue;155.04
5191;46;2025-04-14;Cartao de Credito;Em Transito;30.02
5192;53;2025-09-12;Cartao de Debito;Entregue;104.82
5193;1279;2025-06-15;Pix;Entregue;238.17
5194;266;2026-07-28;Pix;Entregue;214.27
5195;129;2025-10-02;Pix;Entregue;61.82
5196;275;2025-03-30;Pix;Entregue;63.36
5197;634;2025-07-19;Cartao de Credito;Entregue;111.43
5198;505;2025-01-22;Cartao de Debito;Entregue;79.36
5199;1574;2026-06-06;Cartao de Credito;Entregue;45.31
5200;462;2024-10-25;Cartao de Credito;Cancelado;54.95
5201;1541;2026-01-26;Cartao de Credito;Em Transito;263.22
5202;948;2025-08-29;Cartao de Credito;Entregue;209.78
5203;838;2026-02-10;Pix;Entregue;86.62
5204;540;2025-05-12;Cartao de Credito;Entregue;46.12
5205;1784;2025-08-19;Boleto;Entregue;305.7
5206;1721;2025-08-16;Pix;Entregue;42.82
5207;1202;2024-11-04;Boleto;Entregue;99.29
5208;1550;2025-06-08;Cartao de Debito;Em Transito;114.3
5209;1730;2026-07-09;Boleto;Entregue;113.9
5210;19;2026-01-14;Cartao de Credito;Entregue;74.01
5211;728;2024-11-18;Pix;Entregue;242.21
5212;998;2025-12-25;Cartao de Credito;Entregue com Atraso;136.46
5213;801;2024-09-20;Pix;Entregue;30.0
5214;613;2025-10-10;Pix;Entregue;316.4
5215;30;2026-01-09;Boleto;Entregue;222.92
5216;691;2025-12-15;Cartao de Debito;Entregue;167.1
5217;596;2026-07-16;Cartao de Credito;Em Transito;186.4
5218;1773;2025-02-22;Boleto;Entregue;46.32
5219;1365;2025-08-27;Pix;Entregue;28.5
5220;1103;2025-07-28;Pix;Entregue;52.9
